1983,1983,00,00
49/4/8a,2010,9,12
1993,1993,00,00
may 12 39,1939,5,12
99 02,1999,02,00
2000/7/27,2000,7,27
2000,1900,1,1
1.81,1981,1,00
68/5/8a,2010,9,12
01.22,00,01,22
1941-19-02,1941,2,19
Jun  28 77,1977,6,28
09/4/99,1999,9,4
08-65,1965,08,00
57 04,1957,04,00
6/22/19,1919,6,22
1925,1925,00,00
11 75,1975,11,00
99/10/5,1999,10,5
22 dic,00,12,00
04.22.53,1953,4,22
1-25,00,1,25
53 7 13,1953,7,13
27 28 Jul,1928,7,27
1980,1980,00,00
Jun  24 1975,1975,6,24
1-08-87,1987,1,8
05/75,1975,05,00
12.2.25,1925,12,2
1920,1920,00,00
1964,1964,00,00
Dec 1 2014,2014,12,1
MAY 27,00,5,27
1967,1967,00,00
74 1,1974,1,00
01-25,00,01,25
1948,1948,00,00
83.09,1983,09,00
11/3/9,00,11,9
30 11 december,00,12,11
1925,1925,00,00
AUGUST 28,00,8,28
83 03 14,1983,3,14
Jun  31,00,6,00
8/19,00,8,19
85 01,1985,01,00
7 28,00,7,28
27/1,00,27,1
28 25 3,1925,3,28
7/81,1981,7,00
30/6/24,1924,6,30
85 19    apr.,1985,4,19
01-13-1980,1980,1,13
98 11 Jun,1998,6,11
4 11,00,4,11
Mars 02,00,3,02
1.14,00,1,14
1962,1962,00,00
12.1963,1963,12,00
MAY 24,00,5,24
1996,1996,00,00
1931,1931,00,00
1985,1985,00,00
2-92,1992,2,00
06.12.04,2004,6,12
24 10 FEBRUARY,00,2,10
12/08/34,1934,12,8
54/7,1954,7,00
1961,1961,00,00
October 11 1966,1966,10,11
7 21 2,00,7,2
1920september24,1920,9,24
1902 Sept.,1902,9,00
december 21 1950,1950,12,21
1922,1922,00,00
1964,1964,00,00
3 28 1992,1992,3,28
21.26.11,1926,11,21
83 8 25,1983,8,25
1905,2005,00,00
dic 20 40,1940,12,20
1927,1927,00,00
199-3-19,1999,3,19
2008 11 FEBRUARY,2008,2,11
7-23,00,7,23
04/68,1968,04,00
48.22.03,1948,3,22
1959-6-26,1959,6,26
26 05,00,26,05
52Jul16,1952,7,16
Mars 1997,1997,3,00
1949.02,1949,02,00
1.11,00,1,11
1954 10 12,1954,10,12
January 20 56,1956,1,20
1915,2015,00,00
April 8a 1956,1956,9,00
1978,1978,00,00
1945,1945,00,00
04.1941,1941,04,00
2006 12 NOVEMBER,2006,11,12
36.7.9,1936,7,9
Août 01 2000,2000,8,1
1.18,00,1,18
94/6,1994,6,00
6.12.69,1969,6,12
31 Jun  7,00,6,7
19.26.03,1926,3,19
13/1,00,13,1
32-9-08,1932,9,8
1921.31.09,1921,09,00
2008,2000,2,8
08-31-199X,00,1,00
25.9.13,2013,9,25
81.3.09,1981,3,9
27/01,00,27,01
09/1973,1973,09,00
1932,1932,00,00
1-1919,1919,1,00
Feb 1o 1992,1992,2,1
10.2002,2002,10,00
02.23.1961,1961,2,23
08-01,00,08,01
1967,1967,00,00
1932-19-12,1932,12,19
01 12 1987,1987,1,12
41-4-19,1941,4,19
12-27,00,12,27
87/02/15,1987,2,15
1981 26 02,1981,2,26
1951,1951,00,00
2003MAY02,2003,5,2
39-1-30,1939,1,30
1971 september 09,1971,9,9
Dec 6,00,12,6
02/1/97,1997,2,1
68 ABRIL 20,1968,4,20
Jan.1922,1922,1,00
July 19,00,7,19
1937.5.30,1937,5,30
12/17,00,12,17
63.28.3,1963,3,28
1977-08-23,1977,8,23
03 30,00,03,30
1948,1948,00,00
71.02,1971,02,00
1957,1957,00,00
January 27 50,1950,1,27
90/20/02,1990,2,20
55-9-12,1955,9,12
1918,2018,00,00
2003 Sep 12,2003,9,12
39/8,1939,8,00
9-1964,1964,9,00
oct 2008,2008,10,00
1944-10,1944,10,00
07 3,00,07,3
98.02,1998,02,00
12/11/03,2003,12,11
1901/05/5,1901,5,5
1989,1989,00,00
38/07/08,1938,7,8
6/12,00,6,12
june 97,1997,6,00
49 09 13,1949,9,13
05/1991,1991,05,00
05 17,00,05,17
199,1900,1,1
1906,2006,00,00
87 FEBRUARY,1987,2,00
NOVEMBER 13,00,11,13
12.19,00,12,19
40.9,1940,9,00
48 23 may,1948,5,23
MAY 30 64,1964,5,30
Aug. 28 05,2005,8,28
1936 4 8,1936,4,8
1988,1988,00,00
2 21,00,2,21
75-12-25,1975,12,25
October 06,00,10,06
2.94,1994,2,00
3 04 60,1960,3,4
72ene3,1972,1,3
74.4,1974,4,00
80/09/05,1980,9,5
1984,1984,00,00
95/09/16,1995,9,16
05-11-97,1997,5,11
12 01,00,12,01
11/27,00,11,27
NOVEMBER 17,00,11,17
11    apr.,00,4,00
199/8,1999,8,00
10-27,00,10,27
1917,2017,00,00
1930 Dec,1930,12,00
2-1920,1920,2,00
17/09/26,1926,9,17
39 2,1939,2,00
October 09,00,10,09
1920,1920,00,00
1945,1945,00,00
10/22,00,10,22
1992,1992,00,00
11/22,00,11,22
1989,1989,00,00
63 Nov.            12,1963,11,12
03 45,1945,03,00
march 27 01,2001,3,27
69.03.04,1969,3,4
Jun  9 41,1941,6,9
1988,1988,00,00
04/12/06,2006,4,12
2002,2000,2,2
55 Julliet 13,1955,7,13
1987,1987,00,00
09.18,00,09,18
12.4.8a,2010,9,12
june 1989,1989,6,00
24/11/06,2006,11,24
05 22,00,05,22
01 41,1941,01,00
4/07,00,4,07
11-7-3,00,11,3
1950,1950,00,00
7.12,00,7,12
1991-27-08,1991,8,27
94-02-15,1994,2,15
24/2,00,24,2
1988.07.31,1988,7,31
1958,1958,00,00
84 08 1,1984,8,1
1968,1968,00,00
1931,1931,00,00
ene 20 2004,2004,1,20
April1959,00,4,00
20 Nov.,00,11,00
1975,1975,00,00
1914.6.20,1914,6,20
60.10,1960,10,00
94/09/05,1994,9,5
june 22 2005,2005,6,22
6/30/99,1999,6,30
06 17,00,06,17
1995,1995,00,00
Feb 21,00,2,21
15.11,00,15,11
1903,2003,00,00
1-2-1969,1969,1,2
41-3-02,1941,3,2
FEBUARY         14,00,2,14
31 5,00,5,00
12-95,1995,12,00
december 99,1999,12,00
38.10.05,1938,10,5
70.11,1970,11,00
1994-01-9,1994,00,00
10/27/24,1924,10,27
03-3-1980,1980,3,3
9-7,00,9,7
Sept. 21,00,9,21
59 Jan. 4,1959,1,4
3-28,00,3,28
05/86,1986,05,00
05-78,1978,05,00
2013 27 April,2013,4,27
75-7-3,1975,7,3
1946,1946,00,00
62-11-8,1962,11,8
1964,1964,00,00
58-01-07,1958,1,7
1930/19/09,1930,9,19
   apr. 02,00,4,02
01.48,1948,01,00
12.27.23,1923,12,27
Mars 30,00,3,30
1949,1949,00,00
4-10-20,1920,4,10
1975,1975,00,00
1909,2009,00,00
02.02,00,02,02
08-31,00,08,00
26-20-11,1920,11,26
6.23,00,6,23
4/95,1995,4,00
10-6,00,10,6
1932 4 9,1932,4,9
1944,1944,00,00
1917 4,1917,4,00
december 26 16,2016,12,26
Mars 17 13,2013,3,17
1989,1989,00,00
90 05,1990,05,00
63/27/01,1963,1,27
6 31 00,00,6,00
1921,1921,00,00
dic 10 1974,1974,12,10
72/04/16,1972,4,16
1935,1935,00,00
09/9/1927,1927,9,9
5 08 12,2012,5,8
1952 26 Nov.,1952,11,26
51/04,1951,04,00
1961 Jun,1961,6,00
14.12.20,1920,12,14
1911,2011,00,00
Sept. 81,1981,9,00
1997-27-8,1997,8,27
80 20 Dec,1980,12,20
01.11.25,1925,1,11
05-25-97,1997,5,25
1906/01/11,1906,1,11
09 26 1946,1946,9,26
99-2,1999,2,00
05-1955,1955,05,00
oct 17 15,2015,10,17
10.20.1923,1923,10,20
1995,1995,00,00
09/1/29,1929,9,1
57.08.19,1957,8,19
2000/10/11,2000,10,11
06-18-38,1938,6,18
2008,2000,2,8
1908,2008,00,00
62-8,1962,8,00
3/30/60,1960,3,30
9 MAY 8a,00,9,00
12-1986,1986,12,00
98.01.23,1998,1,23
24 02,00,24,02
66MAY1o,00,9,00
1930,1930,00,00
4 1958,1958,4,00
1948 22 oct,1948,10,22
64 04,1964,04,00
06-03-1950,1950,6,3
74.06,1974,06,00
1983-19-02,1983,2,19
1926,1926,00,00
January43,00,1,00
1983 AUGUST,1983,8,00
18.08,00,18,08
82-15-04,1982,4,15
1923 January,1923,1,00
11Dec,00,12,00
48 Feb 28,1948,2,28
July 24,00,7,24
10-76,1976,10,00
02.01.31,1931,2,1
85/30/2,1985,30,2
16    apr.,00,4,00
11/06,00,11,06
76.2.3,1976,2,3
8.27,00,8,27
48 7 16,1948,7,16
june 31 16,00,6,16
10 3 02,2002,10,3
03.28.2012,2012,3,28
3.07.99,1999,3,7
1915 6 10,1915,6,10
08.1,00,08,1
43 may,1943,5,00
02 30 51,1951,02,30
38/05/21,1938,5,21
32 16 september,1932,9,16
Mars 60,1960,3,00
6 27 1978,1978,6,27
1928 AUGUST,1928,8,00
1974,1974,00,00
48/12/16,1948,12,16
1914,2014,00,00
30/4/3,00,30,3
NOVEMBER 13,00,11,13
9 1o,2018,9,12
73 30 09,1973,9,30
Dec 82,1982,12,00
56 Julliet,1956,7,00
32-24-10,1932,10,24
1956.8,1956,8,00
AUGUST 11,00,8,11
1929,1929,00,00
46April11,1946,4,11
55MAI,00,5,00
1957.30.7,1957,7,30
1969/13/04,1969,4,13
07/25/12,2012,7,25
Août 4,00,4,00
2000Août,00,1,00
Sept. 5 60,1960,9,5
68    apr. 8,1968,4,8
1960,1960,00,00
1901 MAR,1901,3,00
10 10,00,10,10
2/17,00,2,17
june 23,00,6,23
93Jul,00,7,00
78/10/1,1978,10,1
06 43,1943,06,00
2.1934,1934,2,00
1915 AUGUST,1915,8,00
91/12,1991,12,00
09 08,00,09,08
15-07-10,2010,7,15
72-09,1972,09,00
October 29 1975,1975,10,29
1927 15 03,1927,3,15
39 23 04,1939,4,23
NOVEMBER 18,00,11,18
1966,1966,00,00
1987-10-07,1987,10,7
1948 2 Julliet,1948,7,00
57/8/13,1957,8,13
2008/30/03,2008,3,30
1951,1951,00,00
Jan. 12,00,1,12
1915 Dec 15,1915,12,15
39-27-3,1939,3,27
1998,1998,00,00
07.06.2015,2015,7,6
07.30,00,07,30
2015/06,2015,06,00
56 01,1956,01,00
MAI 07 1907,1907,5,7
4-36,1936,4,00
74.4,1974,4,00
1909,2009,00,00
1906 16 11,1906,11,16
1925-7-04,1925,7,4
56January,00,1,00
1952,1952,00,00
1900,2000,00,00
may 23 4,00,5,4
68-3-30,1968,3,30
1979,1979,00,00
Août 31 2,00,2,00
Jan.48,1948,1,00
FEBUARY         14,00,2,14
1970 11,1970,11,00
september 10,00,9,10
1907.14.01,1907,1,14
1908 12 25,1908,12,25
1954 06,1954,06,00
2001 7,2001,7,00
83 04 05,1983,4,5
10/45,1945,10,00
1905/10/9,1905,10,9
1940 dic,1940,12,00
12-56,1956,12,00
1 19 2013,2013,1,19
02.26,00,02,26
41 12,1941,12,00
05 67,1967,05,00
12/1952,1952,12,00
91-7,1991,7,00
35-12-6,1935,12,6
19.09,00,19,09
3-1993,1993,3,00
1963,1963,00,00
3.29,00,3,29
1993,1993,00,00
2.1973,1973,2,00
12-3-1977,1977,12,3
05-02,00,05,02
1992,1992,00,00
40 26 02,1940,2,26
1913,2013,00,00
68/9/19,1968,9,19
2.07,00,2,07
24Julliet,00,8,00
Jul15,00,7,00
Sept. 2005,2005,9,00
5.28.1967,1967,5,28
35-3,1935,3,00
12.1,00,12,1
26 Mars 2,00,3,2
199,1900,1,1
1946,1946,00,00
January 04 64,1964,1,4
3.22.47,1947,3,22
1911ABRIL,00,4,00
NOVEMBER 23 67,1967,11,23
July 34,1934,7,00
1948-20-6,1948,6,20
1939,1939,00,00
1924,1924,00,00
1972,1972,00,00
1965,1965,00,00
1965 AUGUST 20,1965,8,20
06/10/71,1971,6,10
11.9,00,11,9
1900,2000,00,00
1905,2005,00,00
03/28,00,03,28
9 60,1960,9,00
53 FEBUARY         5,1953,2,5
1956,1956,00,00
6.31.1978,1978,6,00
06/42,1942,06,00
5-10,00,5,10
55 7 2,1955,7,2
48/7/30,1948,7,30
40 FEBRUARY,1940,2,00
03-7,00,03,7
19.22.03,1922,3,19
05.20.13,2013,5,20
79 NOVEMBER 18,1979,11,18
05.61,1961,05,00
06.44,1944,06,00
1 09 1975,1975,00,00
7/22/08,2008,7,22
1940/12/27,1940,12,27
06/2,00,06,2
2009 06,2009,06,00
1911/10/27,1911,10,27
99 15 October,1999,10,15
54-31-12,1954,12,31
January 18,00,1,18
7.28,00,7,28
05-31,00,05,00
ABRIL 28,00,4,28
13/02/1,00,13,1
71/23/3,1971,3,23
99.25.08,1999,8,25
66/24/1,1966,1,24
12.49,1949,12,00
38-13-12,1938,12,13
38/8a/11,2010,9,12
36 July 1,1936,7,1
Jan. 89,1989,1,00
1934.2,1934,2,00
64.15.5,1964,5,15
02-84,1984,02,00
55 Sept.,1955,9,00
2004Nov.,00,11,00
37-10,1937,10,00
10 15 75,1975,10,15
5 2011,2011,5,00
Jan. 30 34,1934,1,30
12-20,00,12,20
37-2-2,1937,2,2
1 20,00,1,20
1940/23/2,1940,2,23
1908 12,1908,12,00
32/31/8,1932,8,31
94 FEBUARY,1994,2,00
95-11-06,1995,11,6
1950 January,1950,1,00
1974 5,1974,5,00
79/3,1979,3,00
2008,2000,2,8
2005/28/4,2005,4,28
1962,1962,00,00
10 Jun,00,6,00
1959,1959,00,00
75.29.1,1975,1,29
75.6.22,1975,6,22
1963 Sep,1963,9,00
90.14.7,1990,7,14
1986,1986,00,00
19-09,00,19,09
12 9 1920,1920,12,9
January 27 1990,1990,1,27
2004,2000,2,4
02/19/55,1955,2,19
199X may 10,00,5,10
85-2-05,1985,2,5
56 09 October,1956,10,9
1951,1951,00,00
86december22,1986,12,22
1942,1942,00,00
43 FEBUARY         16,1943,2,16
10 9,00,10,9
9.1965,1965,9,00
02 22,00,02,22
MAI 20,00,5,20
1937,1937,00,00
99/09,1999,09,00
6 31,00,6,00
10/12/64,1964,10,12
AUGUST 17,00,8,17
Sept.1925,1925,9,00
1964 FEBRUARY,1964,2,00
22 31 Jun,1931,6,22
Julliet 10 1995,1995,7,10
1979,1979,00,00
38 8 31,1938,8,31
1905,2005,00,00
1958 03 march,1958,3,3
11 11,00,11,11
08/89,1989,08,00
1928,1928,00,00
43 01,1943,01,00
84ABRIL28,1984,4,28
09.11.62,1962,9,11
95.07.26,1995,7,26
45 01 may,1945,5,1
12-45,1945,12,00
12-22-17,2017,12,22
6/1/1939,1939,6,1
Dec 1994,1994,12,00
1946,1946,00,00
1973-07-03,1973,7,3
AUGUST 03,00,8,03
54 Julliet 20,1954,7,20
1965,1965,00,00
31 5,00,5,00
DÉCEMBRE 66,1966,00,00
04.6,00,04,6
99 september 27,1999,9,27
08.19.83,1983,8,19
35 dic 02,1935,12,2
45.12.2,1945,12,2
1932,1932,00,00
MAR 29,00,3,29
1961/26/10,1961,10,26
1921,1921,00,00
19/03/3,00,19,3
AUGUST 13,00,8,13
1923 22 may,1923,5,22
07/2006,2006,07,00
1949,1949,00,00
1933 October,1933,10,00
Julliet 1947,1947,7,00
5 1970,1970,5,00
1914,2014,00,00
5 17 46,1946,5,17
1992,1992,00,00
Nov.            16,00,11,16
17 09,00,17,09
35.3.25,1935,3,25
1/1/1967,1967,1,1
2001Aug.,00,8,00
NOVEMBER 03 1961,1961,11,3
ene 04,00,1,04
06.05.39,1939,6,5
2004 10,2004,10,00
AUGUST 31 1903,1903,8,31
1950,1950,00,00
1979,1979,00,00
3 24 1917,1917,3,24
1934 16 Feb,1934,2,16
1987,1987,00,00
02-29,00,02,29
04/01,00,04,01
57.12.09,1957,12,9
54 28 DÉCEMBRE,1954,12,28
1992-24-05,1992,5,24
15.05,00,15,05
Dec 8a 38,1938,12,8
1925,1925,00,00
1910Jan.,00,1,00
03-09-76,1976,3,9
1959,1959,00,00
1915/04,1915,04,00
25.5.18,2018,5,25
5 58,1958,5,00
1942,1942,00,00
2 04 16,2016,2,4
1934.2.14,1934,2,14
2-8a,2010,9,12
Août 80,1980,00,00
Feb 09,00,2,09
1942,1942,00,00
04/8/3,00,04,3
10-26,00,10,26
61 9 ABRIL,1961,4,9
09 8a 58,2010,9,12
1906,2006,00,00
08-23-31,1931,8,23
71.3.16,1971,3,16
1997,1997,00,00
02.23.1993,1993,2,23
1991,1991,00,00
14.09.12,2012,9,14
12-66,1966,12,00
1902,2002,00,00
April1936,00,4,00
1908,2008,00,00
January 16 40,1940,1,16
20 Sep,00,9,00
8 17 1936,1936,8,17
01.03,00,01,03
ene 10,00,1,10
07/23,00,07,23
3.14,00,3,14
11 55,1955,11,00
2006,2000,2,6
53/3,1953,3,00
10/29/1994,1994,10,29
MAY 18,00,5,18
1934,1934,00,00
1997 10,1997,10,00
oct 26,00,10,26
1932-12,1932,12,00
1973 Sep 12,1973,9,12
47 may 9,1947,5,9
12-24-83,1983,12,24
71.12.15,1971,12,15
1994-2-17,1994,2,17
11.23.49,1949,11,23
1999 04 june,1999,6,4
Jan. 31,00,1,00
2.3,00,2,3
79/03/27,1979,3,27
1951,1951,00,00
19 03 11,2011,3,19
9 59,1959,9,00
december 4,00,12,4
8/7/1995,1995,8,7
1902,2002,00,00
4.13.50,1950,4,13
1925 Août 6,1925,8,6
30 MAI,00,5,00
49 11,1949,11,00
Nov.            1o 61,1961,11,1
7/06/1931,1931,7,6
5/1935,1935,5,00
93/8a/09,2010,9,12
2001 13 Dec,2001,12,13
1996-5-23,1996,5,23
Sept.23,00,9,23
1990,1990,00,00
12-14,00,12,14
1943/3/31,1943,3,31
94/09/09,1994,9,9
Jul 45,1945,7,00
72.11,1972,11,00
1978.07.9,1978,7,9
1-14,00,1,14
01-93,1993,01,00
oct 01 1942,1942,10,1
1992/04/08,1992,4,8
9/18/90,1990,9,18
11/27/11,2011,11,27
05.28,00,05,28
Nov.            19 74,1974,11,19
06.44,1944,06,00
07/52,1952,07,00
10 4,00,10,4
81 3,1981,3,00
57 6 18,1957,6,18
06/17,00,06,17
1956/10/23,1956,10,23
1956 06 19,1956,6,19
28/12/15,2015,12,28
march 1958,1958,3,00
27.24.01,1924,1,27
1994 1 30,1994,1,30
94.4.24,1994,4,24
88 06,1988,06,00
1993/09,1993,09,00
2012 10 Nov.,2012,11,10
1929/01,1929,01,00
2 46,1946,2,00
ABRIL 23,00,4,23
9999/25/04,9899,4,25
1992 june,1992,6,00
October 1 48,1948,10,1
04.06.1917,1917,4,6
11 7 june,00,6,7
09/19/89,1989,9,19
11/21,00,11,21
50ene1,1950,1,1
88ABRIL21,1988,4,21
12/11/29,1929,12,11
1991/28/08,1991,8,28
1946,1946,00,00
4/29,00,4,29
4.87,1987,4,00
march 1911,1911,3,00
2003,2000,2,3
Dec 9 1982,1982,12,9
Août 1977,1977,00,00
October 14,00,10,14
8 41,1941,8,00
8 85,1985,8,00
28 4,00,28,4
12.12.92,1992,12,12
15-03-05,2005,3,15
10/6/1976,1976,10,6
1963-10-12,1963,10,12
AUGUST 30 1943,1943,8,30
1954,1954,00,00
04 14 june,00,6,14
25 MAY,00,5,00
1984-08-16,1984,8,16
85/11/06,1985,11,6
1915december08,1915,12,8
09-7,00,09,7
2-03,00,2,03
7-97,1997,7,00
19 ABRIL,00,4,00
55-11,1955,11,00
1941,1941,00,00
september 14,00,9,14
03.30,00,03,30
0 Jan.,00,1,00
1973,1973,00,00
1 61,1961,1,00
11-18-90,1990,11,18
10-16-5,00,10,5
05-12-17,2017,5,12
40.08.15,1940,8,15
12-1907,1907,12,00
33/11,1933,11,00
34.23.01,1934,1,23
